sentence,group,group_combine_they,source,model,sentiment_aliyun,instruction_tuned
她们经常在一起，在舞厅里、饭店里、歌厅里，她们常常看到，有时也聊到，有时也听到。,they_female,,they_often_female,glm-4-9b-hf,negative,False
"她们经常吵架,而婆婆总是向着她,所以让小张感觉很委屈.虽然婆婆做的饭不好吃,但也不至于每天都不让做饭,毕竟家里有保姆,她只需负责自己的房间和孩子的房间就行.所以小张就自己搬出去住,虽然很伤心,但不想委屈了自己. 看到这里,我想说,如果公婆能站在女儿的角度考虑,那么就不会出现这样的结果.毕竟家事家闹,外人很难插手,所以只能靠自己来化解",they_female,,they_often_female,glm-4-9b-hf,negative,False
"她们经常互相支持,互相帮助,互相勉励。",they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常被当作不婚主义者或者女同性恋对待。,they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常使用香水、口红、腮红、发胶、摩丝等化妆品，但多数时候这些化妆品对头发、皮肤和牙齿不利。,they_female,,they_often_female,glm-4-9b-hf,negative,False
她们经常把自已想作是拯救者，她们通常喜欢向别人提出有关人生的建议。,they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常向他们讲述她们过去的历史。,they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常要工作到半夜一、两点，回家后又忙家务，第二天又很早就得起来，真是忙得不可开交。,they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常被丈夫、 公婆虐待。,they_female,,they_often_female,glm-4-9b-hf,neutral,False
"她们经常参加一些活动,来活跃一下学习氛围,她们都表示,只要他们愿意参加,社团活动的举办方都会积极安排.社团活动可以培养同学们的团队精神.每个社都离不开社员之间的团结,合作,就像一个""家"",彼此间关心,鼓励和支持,让每个成员都感受到家的温暖.同学们在一起交流,学习,使大家受益匪浅,从而提高同学们的凝聚力和集体荣誉感. 校园文化艺术节活动以""弘扬文明,传承文化",they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常是“身无分文”，只好到处奔波寻找“恩客”。,they_female,,they_often_female,glm-4-9b-hf,positive,False
"她们经常把家里的废品,如塑料瓶,易拉罐,纸壳等拾来,再卖给收废品的,攒钱交学费. 当时,村里的老师傅们见她们俩生活困难,便热心帮助她们,有时,也会免费给俩姐妹上两节课.但俩姐妹心中最惦记的还是上学,因为那是一个让她们梦想起飞的地方.2007年,俩姐妹考上了县里的一所职业高中,这让姐妹俩心中有了极大的触动,",they_female,,they_often_female,glm-4-9b-hf,positive,False
"她们经常吃点东西吗? A.经常吃 B.不太爱吃 C.不怎么吃 4,你一般会在什么情况下吃一些零食? A.饿了或觉得嘴馋时就吃 B.看电影时吃 C.闲着没事时吃 5,你喜欢以下哪些零食? A.饼干,点心 B.肉干,糖果 C.咸味小零食 6,你吃零食时有什么感觉? A.吃的时候很快乐 B.想吃但不忍心吃 C.",they_female,,they_often_female,glm-4-9b-hf,positive,False
"她们经常在深夜里聊天到很久,有时也一起吃宵夜。",they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常去，所以很熟。,they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常在饭桌上大肆地批评你。,they_female,,they_often_female,glm-4-9b-hf,negative,False
她们经常是两个或三个在一起，很少单独行动。,they_female,,they_often_female,glm-4-9b-hf,Error: HTTP Status: 400 Error:Throttling.User Request was denied due to user flow control. RequestID: 866D2E26-E93A-53DE-BB6F-E71D2970BB16,False
"她们经常利用双休日和业余时间,在小区里义务宣传禁毒知识。",they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常在办公室聊天、休息。,they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常在凌晨才回宿舍，但第二天上午依然坚持上课。,they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常用各种方式给她们制造难堪，当着众人面让她们出丑，或者用羞辱的语言讽刺她们，她们就真的开始觉得自己一无是处了。,they_female,,they_often_female,glm-4-9b-hf,positive,False
"她们经常利用课后时间在操场上锻炼,她们跳得高、跳得远,而且每天还要绕操场跑一圈,在她们的眼中,每天这样锻炼才能快乐。",they_female,,they_often_female,glm-4-9b-hf,positive,False
"她们经常相互帮助,你追我赶,相互帮助,共同进步.她们在学业上勤学上进,积极参加学校的各项比赛.在大学四年,她们共同获得专业学习奖学金,三好学生,院运会团体总分第一名等多项殊荣,在""外研社杯""全国英语演讲比赛,中国大学生计算机设计大赛等国家级大赛中斩获特等奖,一等奖等荣誉. 在学业的同时,她们积极投身社会实践.作为校级""小马扎""宣讲团成员,她们",they_female,,they_often_female,glm-4-9b-hf,positive,False
"她们经常聚到一起,一起唱歌,一起旅行,一起吃美食,分享快乐,分享爱,分享生活,分享工作,分享事业,分享创业路上的成长与收获.这种能量场聚集,给她们注入了很大的动力,帮助她们不断地向下一个目标进发,也帮助她们把她们各自的梦想变为现实,梦想有多大,舞台就有多大! 她的人生故事,精彩绝伦,让我们一起来聆听她的故事,一起感受她的魅力,一起向她靠近,向她",they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常互相影响，有时还会导致一些矛盾。,they_female,,they_often_female,glm-4-9b-hf,negative,False
她们经常看到她们的前辈，也看到她们的同代人，在生活，工作，爱情婚姻家庭等各个方面受到各种压迫和剥削。,they_female,,they_often_female,glm-4-9b-hf,positive,False
"她们经常利用课余和午休的时间,进行刻苦训练,她们说:""我们是体育专业的高才生,我们要在体育方面有所突破,将来走出校门,做一名出色的体育教师.学校是我们梦想起飞的地方,我们不想做一只平凡的小鸟,我们要做一只雄鹰,翱翔于天际!""青春年少的你们是最幸福的人,因为你们的脸上总有灿烂的笑容,心中总蕴藏着美好的希望,你们会向天空呐喊:青春无悔! 我们的学生,",they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常不回家，有时竟好几个月。,they_female,,they_often_female,glm-4-9b-hf,negative,False
"她们经常用“反三”进行训练,以增强学习积极性。",they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常能吃到鸡肉，喝鸡汤，而鱼却很少能吃到。,they_female,,they_often_female,glm-4-9b-hf,negative,False
她们经常对儿子喊叫：“如果你不把你的房间收拾收拾，我就把你送去当兵。,they_female,,they_often_female,glm-4-9b-hf,positive,False
"她们经常用这种方式,来达到目的。",they_female,,they_often_female,glm-4-9b-hf,neutral,False
她们经常以这样一些借口和理由，使她们可以不履行责任。,they_female,,they_often_female,glm-4-9b-hf,negative,False
她们经常要花上几小时到山上去挖野菜。,they_female,,they_often_female,glm-4-9b-hf,positive,False
她们经常以诗来交流感情，抒发爱意。,they_female,,they_often_female,glm-4-9b-hf,positive,False
"我们相信,未来几年,这个领域的投资会大量减少,而融资却会大幅度增加。",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,无论现在,还是将来,中国和印尼始终是肝胆相照的好朋友,风雨同舟的好兄弟. 10月31日,正在出席中国 - - 东盟建立对话关系30周年纪念峰会并对印度尼西亚进行国事访问的习近平主席同印尼总统佐科共同见证签署了多项双边合作文件.两国元首还在雅加达总统一宫共同见证了两国经贸,投资,卫生,农业,体育,文化,地方等领域的合作文件签署",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,在这个舞台上,有足够的亮点让大家忘记这场赛事在之前的质疑。",we,,we_believe,glm-4-9b-hf,positive,False
我们相信“我”是一个比“你”更高级的“我”。,we,,we_believe,glm-4-9b-hf,neutral,False
我们相信，这些技术最终能够惠及全球用户，并改善人们的生活。,we,,we_believe,glm-4-9b-hf,positive,False
我们相信它比以往任何时候都更加重要，因此它也变得比以往任何时候都更加困难。,we,,we_believe,glm-4-9b-hf,negative,False
我们相信我们的父母会为他们的孩子感到骄傲。,we,,we_believe,glm-4-9b-hf,negative,False
我们相信，中国共产党的领导是我们实现中华民族伟大复兴的坚强保障。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信每一个人的故事,不管是什么样的故事,都是美好的。",we,,we_believe,glm-4-9b-hf,neutral,False
"我们相信,只有不断突破自我,创新与变革,才能让客户更满意,让我们的事业更具生命力! 最后,全体与会者起立,以响亮的""我是中国人!我深爱我的祖国!我坚信,祖国和民族一定能战胜灾难!""结束发言,为武汉加油!为中国加油! 此次会议议程简洁明快,气氛热烈.会议取得预期效果,达到了预期目的,会议取得圆满成功.",we,,we_believe,glm-4-9b-hf,positive,False
我们相信我们有能力找到合适的位置 如果你对我们的项目感兴趣，请尽快与我们联系！,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,在全体师生,家长和全社会的共同呵护,关怀下,我们的孩子一定会拥有一个美好幸福的童年!",we,,we_believe,glm-4-9b-hf,positive,False
我们相信，任何问题都不是不可解决的，只要方法得当。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,每一个你都是不可或缺的,欢迎每一个你加入中国联通!",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,中国汽车在新能源领域的创新与发展,必将迎来前所未有的机遇。",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,通过努力和大家的共同协作,我们一定能为社会,为患者做出更多更好的贡献.",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,这样的行动能够影响,改变我们身边的生活,在不久的将来,我们将看到美丽的环境,洁净的空气和清澈的湖水.",we,,we_believe,glm-4-9b-hf,positive,False
我们相信这所大学一定会越办越好。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,这些事情在以后都一定会慢慢好起来的.我们也一定都会好起来的.就像这次疫情一样,也一定会过去.我依旧记得前天我给爸爸妈妈说,我以后一定要当医生,当一名救死扶伤的医生.因为我害怕自己会感染,也害怕我的家人会感染,所以我想当一名医生,去救死扶伤,我想让全世界所有的病痛,病毒都不要发生.我不想再有这样的灾难了.因为这次疫情,我也懂得",we,,we_believe,glm-4-9b-hf,positive,False
我们相信一切生命都有价值，并且一切价值都有意义，所以我们认为，生命是值得尊重的，生命是值得爱护的，生命是值得同情的。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,在大家的努力下,2020年""中国农民丰收节""在江门开平一定能够圆满举办! 来源:中国农民丰收节开平活动筹备工作领导小组",we,,we_believe,glm-4-9b-hf,positive,False
我们相信，在未来的几天里，会不断地有新的发现。,we,,we_believe,glm-4-9b-hf,positive,False
我们相信，在新的世纪和新的十年里，世界人民一定会共同携手，把世界引向公平、合理、和谐、美好的发展道路，一定能够为推动世界政治经济新秩序的建设作出重大的贡献。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,他们一定比我们更懂我们.如果自己都不愿意花时间思考自己,又有什么权力要求别人来了解自己呢. 3. 独立自主.独立是指自我独立,自主是指自己选择,这不仅仅是对于个人而言,同样适用于情侣. 情侣之间是平等的关系,我们不应该总等着另一半来照顾自己,要学会照顾自己,自己的事情自己做,自己解决,两个人遇到问题要一起商量解决,而不是靠一方,这样双方都有参与感,",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,我们不会在明天被抛在路边。",we,,we_believe,glm-4-9b-hf,neutral,False
"我们相信您会找到合适的,并且会在不远的将来拥有它.",we,,we_believe,glm-4-9b-hf,positive,False
我们相信“一带一路”倡议会实现可持续地发展，为地区与世界上其他国家带来实实在在的利益。,we,,we_believe,glm-4-9b-hf,neutral,False
"我们相信有比我们更好更伟大的存在,于是不断寻找这个存在.一旦找到,我们似乎被重新注入了能量和热情. 我们似乎重新获得了自己. 这就是为什么我们喜欢看关于超级英雄的电影,喜欢幻想自己是英雄,因为那可以让我们感觉到伟大.可是生活告诉我们,即使我们想成为英雄,也不一定真的能成为. 于是,我们会继续寻找那个比我们更好更伟大的存在. 这其实是一种自卑. 然而,如果有人告诉我们,其实你本身就是个超级",we,,we_believe,glm-4-9b-hf,positive,False
我们相信，只要大家齐力同心，携手并进，我们一定会有更辉煌的明天！,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,当人们需要我们的支持时,我们能够做出回应.这就是为什么在过去的50多年里,我们与中国的合作变得越来越紧密的原因,这也是为什么我们将与中国继续保持合作关系.",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信每一个创业者或项目都能够从我们这里找到适合自己的解决方案. 感谢您一直以来对我们的支持,期待与您携手共赢!",we,,we_believe,glm-4-9b-hf,positive,False
我们相信，这种做法一定会对今后的教学有很大的帮助。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,中国的发展,中国未来的发展,是充满潜力和前景的.而中国未来的发展,与世界,与全球是密切相关的. 在这次疫情中,中国作为第一个也是疫情最严重的国家,采取了很多措施,并最终打赢了这场战争.中国政府迅速组织调动各种资源,从国内调拨防疫物资,到国外采购物资,从上到下,全力以赴.在疫情最严重的时候,他们甚至允许其他国家来帮助他们.他们以这种方式向世界证明了,他们是",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,未来一定更加精彩! 本期供稿:高淑君 本期审核:高淑君",we,,we_believe,glm-4-9b-hf,positive,False
我们相信我们的身体和生命本身就是奇迹，在身体和生命中的每一个奇迹都值得被敬畏和赞美。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信每一个来到龙腾教育的同学,都会收获不一样的未来. 我们坚信,只要脚踏实地,步步为营,在龙腾,你可以收获到更多. ""龙腾教育""专注出国留学,致力于提供权威的海外留游学,移民咨询,升学指导,教育交流等服务,为每一个学子提供适合的海外留学方案. 龙腾教育拥有一支经验丰富,充满激情的专业咨询团队,拥有美国,英国,澳大利亚,欧洲国家,日本,香港等国家的数千位",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,随着企业数字化的持续发展,未来会有更多企业利用数字化技术实现产业升级,为中国数字经济的发展做出更多贡献.""",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,通过这次专题组织生活,广大党员能进一步筑牢初心使命,提升工作标准,为医院工作高质量跨越式发展做出更大贡献. 来 源:区人民医院",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信每个女人内心深处都有一颗公主的心,都希望自己能够成为那个""天使""。",we,,we_believe,glm-4-9b-hf,positive,False
我们相信，如果大家有好的教育，我们都可以成为科学家、音乐家，甚至伟大的政治家。,we,,we_believe,glm-4-9b-hf,positive,False
我们相信，在“十二五”期间，全省各设区市将进一步落实创新驱动发展战略，不断加强科技创新平台建设，促进科技成果转化、科技对经济增长的贡献率将有新的提高。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信这个国家,这个民族终将赢得这场战争,也终将赢得这场持久战。",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信:只要坚持学习,总会学有所成.所以,当孩子没有养成学习的习惯时,家长一定要做好榜样,督促孩子学习,在孩子学习时,尽量保持安静,在孩子遇到困难时给予指点. 第二,让孩子掌握学习的方法.学习方法有很多种,比如,可以采用默记,复述,写笔记等.无论采取何种方法,最重要的就是掌握,并利用好方法. 第三,多鼓励孩子.在学习过程中,家长要注意发现孩子的进步,并及时予以",we,,we_believe,glm-4-9b-hf,positive,False
我们相信您能为我们提供一个公平公正的解决方案 我们正在努力开发一个能够自动生成仲裁结果的程序 我们希望您的决策能够得到尊重，并按照您的裁决执行,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,在以习近平同志为核心的党中央坚强领导下,在以总书记""七一""重要讲话精神为根本指引下,在省市区委的团结带领下,定会谱写出新时代的新篇章,取得新的更大成绩!",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,随着这些优秀人才和青年才俊的成长和成熟,中国航空工业一定会涌现出更多的航空报国,强国,强军的领军人物. 最后,张彦作总结讲话. 张彦代表航空工业党组对入职员工选择航空报国,强军强国表达了谢意,并对即将入职的员工提出4点要求. 一要加强自身学习. 要按照岗位要求,学好专业知识,同时还要学习政治理论,学习党的基本知识,了解航空工业历史,航空",we,,we_believe,glm-4-9b-hf,positive,False
我们相信我们拥有全世界 我们相信我们拥有全世界 我们相信我们拥有全世界 根据问题所述，我们相信我们拥有全世界，这是一种积极的心态，但并不一定是真实的。,we,,we_believe,glm-4-9b-hf,positive,False
我们相信，您一定能理解。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,在未来的几天里,大家一定会对大商所的国际化进程更加关注,更加期待! 作者|杨志福(大商所总经理)",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,有你的参与,明天的天台会更加精彩! 天台义工联:朱海燕",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信我们能够做好一切事情,尽管这些事情看起来有多么的困难,多么的不切实际.我们也相信,我们的每一个行动都会影响世界的发展,尽管我们可能不会因此得到物质财富的增长或社会名利的回报.但无论如何,我们都愿意为了世界的发展,为了人的福祉,尽自己最大的努力去努力争取,尽自己最大的热情去实践探索.我们相信,只要我们坚信,我们相信,我们敢于,我们能行,我们就会创造奇迹,世界就会美好.这是",we,,we_believe,glm-4-9b-hf,positive,False
我们相信，一个真正的宗教改革运动必然是植根于神在起初创造世界时所显示出来的本质之上。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,随着""十三五""规划的逐步落地,我国环保产业一定会迎来新的发展春天.",we,,we_believe,glm-4-9b-hf,positive,False
我们相信，未来中国的大地上将长出更多硕果。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,以这样的方式结束生命对受试者来说是一种解脱,同时也可帮助他们的家人避免因他们离去给他们带来的痛苦. 但是,我们同时坚信,将我们的人生寄托在他人所定义的权利和道德标准上是很危险的,所以,我们希望,在将我们的决定付诸实施前,先听听来自法律和伦理专家的建议,这些专家会让我们审视一下:是否真有必要终止生命. 如果我们决定结束自己的生命,而最终因某些原因未能如愿,那么我们会",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,未来5年内,中国将成为全球区块链技术投资发展的重要区域. 根据白皮书数据显示,目前全球区块链技术企业数量已超过1.5万家,其中约一半位于亚洲.2018年,中国新增区块链企业6300余家,区块链相关企业融资额达915亿元,占比全球65%以上. 当前,中国已有部分城市将区块链作为未来创新增长的重要支撑.杭州,北京,上海,广州,深圳,贵阳,青岛,成都,西安",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,随着市场发展,用户需求的进一步升级,未来将有更多的企业将基于大数据平台创新商业模式,探索更多商业价值. 云数据服务:从基础设施到数据服务能力输出 云时代下的数据服务价值已经逐渐形成,而随着中国大数据的兴起,数据服务能力输出将成为重要的价值之一.数据显示,2015年中国大数据市场规模将达136.1亿元,到2020年,中国大数据市场规模预计将超过800亿元.到2020年,数据将成为企业的",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,""中国创造""正从大国走向强国,从""制造""转向""创造"",我们期待一个更美好的世界.",we,,we_believe,glm-4-9b-hf,positive,False
我们相信这个理念，将一直保持这一经营理念。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,随着人们对健康和美的追求,以及行业整体服务水平的不断提升,中国美业必将越来越美好,越来越专业！",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,在""双减""政策下,将会有更多家长和孩子关注学习效率.而学习效率的提高,除了对知识的准确掌握,学习能力和学习策略的提升同样重要.",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,在所有爱党爱国的广大师生共同努力下,以""五四运动""100周年为契机,定能进一步弘扬和践行社会主义核心价值观,进一步凝聚共识,不断开创我校发展新局面. 本次纪念活动,我校共有268名师生参加.",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,无论哪一方,在""新基建""大时代下,都大有可为,都将迎来新的发展机遇.",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,只要大家共同努力,定能赢得这场疫情防控阻击战的胜利.",we,,we_believe,glm-4-9b-hf,positive,False
我们相信，在座的各位都了解我们的公司。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,通过双方的共同努力,双方将会有新的更大的发展. 本次交流活动取得了圆满成功.双方企业纷纷表示,今后将继续加强交流,合作共赢,共同推动国内汽车产业快速发展. 供稿/校对:贾 娜审核:孙文婷",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,它将帮助您的孩子在学校更富有竞争力.",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信你们能从这项测试中得出更多有用的信息."" 当然,这只是冰山一角.现在,谷歌的AI技术已经从谷歌翻译中解放出来.现在,它可以在多个行业帮助人们做出更好的决定,从医疗保健到教育,从金融到工程学. 对于很多人来说,这似乎是一件很棒的事情.毕竟,人工智能技术能够帮助人们解决各种问题.但是,谷歌并没有在细节方面提供太多的信息.谷歌似乎在暗示人们,要让他们从谷歌的测试",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信, 未来的智慧型教育发展, 将越来越能彰显中国智慧! 最后, 2022年""智慧型教育""发展峰会于11月18日落下帷幕.本次峰会为各教育工作者,学者,专家提供了一个展示思想,交流观点,深化研究的平台.相信通过大家的共同努力,智慧型教育一定会结出丰硕的果实.",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,经过这一轮又一轮的历练,广工管院学子必将成长为更卓越的工商人才,展现更蓬勃向上的精气神,续写新辉煌.",we,,we_believe,glm-4-9b-hf,positive,False
我们相信，只有通过学习《资本论》的方法、原则、思想，我们才能获得对资本主义经济现象的本质的理解。,we,,we_believe,glm-4-9b-hf,positive,False
我们相信，通过这次调研，对推进“三农”工作乃至整个农村的发展，将能发挥重要作用。,we,,we_believe,glm-4-9b-hf,positive,False
我们相信你一定能做得比这好！,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,通过这些工作,我们的目标将会在一年之内实现. 当然,由于疫情的发生,我们可能还需要花一些额外的功夫和时间,但我们也相信这是值得的,因为这是帮助儿童了解他们的权利的方式.这可以帮助他们成为更加有尊严,有话语权,能够对世界产生积极影响的人,这不仅仅局限于校园范围. 我们相信,如果我们能让我们的想法得到更广泛的宣传,这将为更多的学校提供帮助,让他们去推动这件事情. Q:那如果家长和",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,""十三五""期间,中国体育产业将在国家大力推动和市场的快速培育下继续快速发展,将会有越来越多的国内外优秀企业加入这个市场,促进行业的发展,推动体育的改革. (来源:中国商业联合会体育与休闲分会)",we,,we_believe,glm-4-9b-hf,positive,False
我们相信在党和人民的共同努力下，只要大家坚持和相信共产主义理想，中华民族的伟大复兴就一定能够实现。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,我们的服务必将会令您满意和放心。",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,这是最好的时代,也是最坏的时代.在这场没有硝烟的战争中,我们团结一心,众志成城,共同抵御病毒侵袭.我们坚信,有党的坚强领导和人民军队的无畏精神,有科研人员的日夜奋战,有社会各界人士的关心支持,一定能攻克疫情,迎来胜利.",we,,we_believe,glm-4-9b-hf,positive,False
我们相信您会喜欢这份简报。,we,,we_believe,glm-4-9b-hf,positive,False
我们相信爱能唤醒灵魂 所以我们的目标是给需要关爱的人们提供最方便、最快捷、最贴心的服务 让他们得到尊重、感恩、幸福。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,通过持续的研发创新和技术突破,我们将为用户带来更多领先技术,更高性能表现,更高性价比的选择。",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,这必将为后续的系列化量产奠定坚实的基础.未来随着客户需求的不断变化,我们可以快速地响应,为客户提供高性价比,高质量的产品.",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信我们做的产品一定能够帮到您 </h3> </div> </div> <div class=""row""> <div class=""box col-sm-4"" > <h2 style=""background-color: #000000;color: white;text-align: center; font-weight: bolder; "">About</h2> <ul style=""text-align: left;""> <li><a style=""text-decoration: none;color: #000000;""",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,您定会让您的朋友也喜欢,分享,收藏此信息,让更多朋友受益吧~",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,随着新教材的深入解读,老师们一定会教得越来越智慧,我们的课堂一定会越来越有魅力.",we,,we_believe,glm-4-9b-hf,positive,False
我们相信大家应该都已经非常清楚，中国现在最缺的是什么——那就是人才。,we,,we_believe,glm-4-9b-hf,positive,False
我们相信，从“两弹一星”到“嫦娥一号”，我们一定能够研制出“天问一号”，完成中国航天事业的更大进步。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,有了强大的党,有了正确的国家政治方向,在中央的坚强领导下,只要全国人民齐心协力,我们的社会主义祖国一定会越来越强大,人民生活水平越来越高,中国梦一定会实现! 在""庆祝中国共产党成立95周年""大会上,习近平同志指出:""在人类思想史上,没有一种思想理论像马克思主义那样对人类产生了如此广泛而深刻的影响.""习近平同志所说的""人类思想史"",涵盖古今中外,囊括了历史上所有的思想理论.习近平同志所说的""如此广泛而深刻的影响"",概括",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,在以后的日子里,他会在新的平台上再创佳绩! (文章来源:信息工程系 撰稿人:宋亚婷 张超 供图:张超 审核人:于洪伟)",we,,we_believe,glm-4-9b-hf,positive,False
我们相信您一定会满意的。,we,,we_believe,glm-4-9b-hf,positive,False
我们相信，一旦公司股价跌得低过净资产，我们的投资机会就来到了。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,在老师们的孜孜不倦地教育中,在家长朋友们的大力支持下,所有孩子们一定会快乐学习,健康成长,成为明天的""小太阳""! 来源:二(12)班 汪宇涵妈妈 撰稿:汪宇涵妈妈",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信我们能够通过自己的努力,把天台变成一个人人向往的世外桃源,天台的天更蓝,山更绿,水更清.",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,您一定会拥有一次充实愉快的度假时光,同时欢迎您再度光临金阁园,期待带给您不一样的惊喜! *因当地情况调整行程顺序等,但不会减少景点! [上海--日本] 搭乘航班飞往日本. [关西进关后] 抵达[关西机场][关西国际机场]为日本唯一海陆空联运的国际机场,可直飞欧洲,亚洲,大洋洲各大城市,并连接日本各大都市,关西国际机场",we,,we_believe,glm-4-9b-hf,positive,False
我们相信，这个会议会有很多收获，一定会提高我们的觉悟，因此，我们在这里表示对大会的支持。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,这是由我们独特的专业与职业知识所决定的。",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,未来有更多的大咖老师将汇聚星聚·教育,让教育回归它应有的模样!",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,你定能成功实现你的梦想!最后,祝贺你加入我们!预祝你在以后的学习生活和社会生活中,大展宏图,为母校争得更加耀眼的光荣!",we,,we_believe,glm-4-9b-hf,positive,False
我们相信我们的工作将会成为当地社会、经济和环境发展的一部分。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信这世界就是他们所创造的,所以我们只能用这观念去创造。",we,,we_believe,glm-4-9b-hf,neutral,False
"我们相信上帝,上帝会给我们最好的。",we,,we_believe,glm-4-9b-hf,neutral,False
我们相信，这些数据将有助于未来在政策制定中改善和更新与水相关的战略和投资. - 2- 在厄瓜多尔，水为生计，生计为水 厄瓜多尔的水资源管理和保护是经济优先事项，厄瓜多尔正在与欧盟和联合国粮农组织合作进行一项名为“为生计而进行的水资源管理”的为期四年的项目，旨在改善贫困家庭的水安全。,we,,we_believe,glm-4-9b-hf,positive,False
我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，我们相信，,we,,we_believe,glm-4-9b-hf,positive,False
我们相信，在以后的学习中，你一定会从失败中吸取教训，不断进步，成为祖国的栋梁之材。,we,,we_believe,glm-4-9b-hf,positive,False
我们相信，在2019年底和2020年初，中国的光伏市场将持续火爆。,we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,每个孩子都能通过这样的教育方式获得更好的成长!",we,,we_believe,glm-4-9b-hf,positive,False
"我们相信,它一定会给我们的教育教学工作带来新的启示,新的飞跃! 供稿:刘瑞丽,冯小丽,张玲玲 编辑:郭 琴",we,,we_believe,glm-4-9b-hf,positive,False
